Sexo;País;Nivel de formación;Grado de urbanización;periodo;Total
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2022;48,20
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2021;48,70
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2020;49,60
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2019;50,20
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2018;50,20
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2017;50,10
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2016;50,90
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2015;50,70
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2014;50,70
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2013;50,80
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2012;50,60
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2011;49,70
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2010;49,20
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2009;49,20
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2008;49,30
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2007;49,20
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2006;48,40
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2005;47,20
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2004;46,70
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2024;56,80
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2023;57,10
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2022;57,30
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2021;57,30
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2020;57,10
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2019;57,30
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2018;57,50
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2017;57,30
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2016;55,60
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2015;55,50
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2014;55,00
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2013;54,90
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2012;54,60
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2011;55,80
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2010;55,80
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2009;55,50
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2008;54,80
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2007;54,60
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2006;53,70
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2005;49,40
Hombres;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2004;48,00
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2024;33,10
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2023;32,20
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2022;31,40
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2021;31,00
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2020;30,30
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2019;29,40
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2018;28,60
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2017;27,80
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2016;27,30
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2015;26,80
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2014;26,30
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2013;25,60
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2012;25,00
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2011;24,40
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2010;23,80
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2009;23,20
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2008;22,60
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2007;22,10
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2006;21,80
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2005;21,60
Hombres;Unión Europea (27 países);E. Superior;TOTAL;2004;21,20
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2024;43,00
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2023;42,10
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2022;41,00
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2021;40,70
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2020;40,40
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2019;39,30
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2018;38,20
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2017;37,10
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2016;36,60
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2015;35,80
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2014;35,30
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2013;34,20
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2012;33,50
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2011;31,20
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2010;30,70
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2009;29,80
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2008;29,40
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2007;28,80
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2006;28,50
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2005;28,90
Hombres;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2004;28,50
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2024;29,00
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2023;28,30
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2022;27,50
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2021;27,00
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2020;26,80
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2019;26,20
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2018;25,60
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2017;25,00
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2016;24,80
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2015;24,70
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2014;24,20
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2013;23,70
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2012;23,00
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2011;22,00
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2010;21,50
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2009;21,10
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2008;20,20
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2007;19,70
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2006;19,50
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2005;19,60
Hombres;Unión Europea (27 países);E. Superior;Áreas intermedias;2004;19,40
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2024;22,90
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2023;21,90
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2022;21,50
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2021;21,20
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2020;20,00
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2019;19,30
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2018;18,70
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2017;18,40
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2016;18,00
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2015;17,70
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2014;17,40
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2013;17,00
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2012;16,40
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2011;15,40
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2010;14,90
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2009;14,60
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2008;15,10
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2007;14,50
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2006;14,50
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2005;16,30
Hombres;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2004;16,10
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2024;16,30
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2023;17,00
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2022;16,80
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2021;16,10
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2020;13,70
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2019;12,40
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2018;12,40
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2017;12,40
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2016;12,10
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2015;11,50
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2014;11,30
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2013;11,30
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2012;11,10
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2011;11,00
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2010;11,40
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2009;11,90
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2008;11,80
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2007;12,60
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2006;13,50
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2005;13,40
Hombres;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2004;12,50
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2024;18,60
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2023;18,60
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2022;18,40
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2021;18,00
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2020;15,30
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2019;14,50
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2018;14,70
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2017;14,40
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2016;14,30
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2015;14,10
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2014;13,80
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2013;14,20
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2012;13,70
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2011;13,20
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2010;13,40
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2009;14,10
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2008;14,20
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2007;14,80
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2006;15,60
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2005;15,40
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2004;14,60
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2024;16,60
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2023;17,40
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2022;17,30
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2021;16,60
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2020;14,10
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2019;12,70
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2018;12,60
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2017;12,60
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2016;12,20
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2015;11,50
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2014;11,20
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2013;11,00
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2012;10,80
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2011;9,30
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2010;9,70
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2009;10,20
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2008;10,20
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2007;11,00
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2006;12,00
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2005;12,50
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2004;11,40
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2024;11,00
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2023;12,30
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2022;12,50
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2021;11,30
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2020;10,00
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2019;8,60
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2018;8,30
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2017;8,80
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2016;8,50
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2015;7,50
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2014;7,20
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2013;7,40
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2012;7,50
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2011;7,60
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2010;8,00
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2009;8,30
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2008;8,20
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2007;8,90
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2006;10,20
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2005;9,80
Hombres;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2004;9,00
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2024;47,50
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2023;47,90
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2022;49,00
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2021;49,50
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2020;52,70
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2019;55,10
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2018;55,90
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2017;56,20
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2016;56,50
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2015;57,60
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2014;58,30
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2013;57,90
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2012;58,20
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2011;58,60
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2010;58,60
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2009;58,40
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2008;59,20
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2007;59,60
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2006;58,80
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2005;57,80
Hombres;Alemania;2ª etapa E. Secundaria;TOTAL;2004;58,30
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2024;40,60
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2023;41,50
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2022;42,60
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2021;43,00
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2020;46,40
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2019;48,10
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2018;48,70
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2017;49,40
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2016;49,50
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2015;50,90
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2014;51,70
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2013;51,30
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2012;52,00
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2011;53,80
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2010;54,10
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2009;53,90
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2008;54,70
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2007;54,90
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2006;54,20
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2005;53,40
Hombres;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2004;54,70
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2024;49,60
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2023;49,90
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2022;51,20
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2021;51,70
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2020;54,50
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2019;56,80
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2018;57,70
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2017;57,70
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2016;58,10
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2015;59,10
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2014;59,50
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2013;59,40
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2012;59,50
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2011;61,60
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2010;61,70
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2009;61,20
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2008;61,90
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2007;62,60
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2006;61,70
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2005;59,80
Hombres;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2004;59,50
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2024;57,40
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2023;57,60
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2022;58,10
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2021;58,10
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2020;61,20
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2019;63,60
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2018;64,70
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2017;64,60
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2016;65,00
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2015;65,80
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2014;66,50
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2013;65,80
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2012;65,50
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2011;67,70
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2010;67,10
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2009;67,30
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2008;67,60
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2007;67,80
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2006;66,80
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2005;65,90
Hombres;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2004;65,60
Hombres;Alemania;E. Superior;TOTAL;2024;36,20
Hombres;Alemania;E. Superior;TOTAL;2023;35,10
Hombres;Alemania;E. Superior;TOTAL;2022;34,20
Hombres;Alemania;E. Superior;TOTAL;2021;34,40
Hombres;Alemania;E. Superior;TOTAL;2020;33,60
Hombres;Alemania;E. Superior;TOTAL;2019;32,40
Hombres;Alemania;E. Superior;TOTAL;2018;31,70
Hombres;Alemania;E. Superior;TOTAL;2017;31,40
Hombres;Alemania;E. Superior;TOTAL;2016;31,30
Hombres;Alemania;E. Superior;TOTAL;2015;30,80
Hombres;Alemania;E. Superior;TOTAL;2014;30,50
Hombres;Alemania;E. Superior;TOTAL;2013;30,80
Hombres;Alemania;E. Superior;TOTAL;2012;30,70
Hombres;Alemania;E. Superior;TOTAL;2011;30,40
Hombres;Alemania;E. Superior;TOTAL;2010;30,00
Hombres;Alemania;E. Superior;TOTAL;2009;29,70
Hombres;Alemania;E. Superior;TOTAL;2008;28,90
Hombres;Alemania;E. Superior;TOTAL;2007;27,80
Hombres;Alemania;E. Superior;TOTAL;2006;27,70
Hombres;Alemania;E. Superior;TOTAL;2005;28,80
Hombres;Alemania;E. Superior;TOTAL;2004;29,20
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2024;40,80
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2023;39,90
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2022;39,00
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2021;39,00
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2020;38,40
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2019;37,50
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2018;36,70
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2017;36,20
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2016;36,30
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2015;35,00
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2014;34,40
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2013;34,60
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2012;34,30
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2011;33,00
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2010;32,50
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2009;32,00
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2008;31,20
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2007;30,20
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2006;30,20
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2005;31,20
Hombres;Alemania;E. Superior;Áreas densamente pobladas;2004;30,70
Hombres;Alemania;E. Superior;Áreas intermedias;2024;33,80
Hombres;Alemania;E. Superior;Áreas intermedias;2023;32,70
Hombres;Alemania;E. Superior;Áreas intermedias;2022;31,60
Hombres;Alemania;E. Superior;Áreas intermedias;2021;31,80
Hombres;Alemania;E. Superior;Áreas intermedias;2020;31,30
Hombres;Alemania;E. Superior;Áreas intermedias;2019;30,50
